mode,K,tau,disturbance_dps,command_dps,final_yaw_rate_dps,final_error_dps,final_error_ratio,error_ratio_1s,response_time_63_s,max_abs_yaw_rate_dps,saturation_ratio,settling_time_s,diverged,opposite_sign,pass,fail_reason
GPS_TRACKING_CLOSED,0.63,0.5,15.0,-30.0,-30.622419787691594,0.6224197876915945,0.02074732625638648,0.0697676502874156,0.4,30.622419787691594,0.0,0.9,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.5,15.0,-15.0,-10.045858075775767,-4.954141924224233,0.3302761282816155,0.4634108913274847,1.35,10.171505022470232,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.5,15.0,15.0,19.979149402730734,-4.979149402730734,0.33194329351538227,0.6773793421740995,0.15000000000000002,25.18097137253795,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.5,15.0,30.0,39.48908358328595,-9.489083583285947,0.31630278610953155,0.5190704169485959,0.2,45.71647520688751,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,-15.0,-30.0,-39.48908376139808,9.489083761398078,0.3163027920466026,0.4670467768531407,0.25,45.61599893585493,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,-15.0,-15.0,-20.023975391687515,5.0239753916875145,0.3349316927791676,0.6219063585168157,0.2,24.983902365388595,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,-15.0,15.0,10.373249561657108,4.626750438342892,0.30845002922285947,0.5007743466325573,1.4500000000000002,10.373249561657108,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,-15.0,30.0,32.30761694428748,-2.3076169442874814,0.07692056480958272,0.1041936345817394,0.5,32.30761694428748,0.0,1.05,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,0.0,-30.0,-34.84326485554638,4.84326485554638,0.161442161851546,0.191096622229914,0.35000000000000003,38.170004051633576,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,0.0,-15.0,-18.746151783119366,3.746151783119366,0.24974345220795774,0.021649047998131485,0.4,18.746151783119366,0.0,nan,False,False,True,
GPS_TRACKING_CLOSED,0.63,0.66,0.0,15.0,18.746151783119366,-3.746151783119366,0.24974345220795774,0.021649047998131485,0.4,18.746151783119366,0.0,nan,False,False,True,
